Справочник БИК;;;;;;;;;;
Актуально на 28.05.2023. Всего записей — 1397.;;;;;;;;;;
Подготовлено сайтом bik10.ru;;;;;;;;;;
Справочник БИК онлайн;;;;;;;;;;
БИК;Регион;Почтовый индекс;Город;Адрес;Наименование;Телефон;Корреспондентский счет;Регистрационный номер;Тип организации;Дата внесения
044525353;45;109240;Москва;ул Высоцкого, 4;"КУ ""МАСТЕР-БАНК"" (ОАО) ГК ""АСВ""";(495)9612526;30101810000000000353;2176;Ликвидационная комиссия (ликвидатор);2014-02-03
044525433;45;109240;Москва;ул Высоцкого, 4;"КУ КБ ""ЕВРОСТАНДАРТ"" (ООО) - ГК ""АСВ""";(495)9612526;30101810945250000433;3200;Ликвидационная комиссия (ликвидатор);2018-03-06
044525434;45;109240;Москва;ул. Высоцкого, д.4;"КУ ПАО БАНК ""ЮГРА"" - ГК ""АСВ""";(495)9590008;30101810245250000434;880;Ликвидационная комиссия (ликвидатор);2016-08-05
044525350;45;109240;Москва;ул Высоцкого, 4;"КУ ""АМБ БАНК"" (ПАО)-ГК ""АСВ""";(495)9612526;30101810100000000350;3036;Ликвидационная комиссия (ликвидатор);2015-12-30
044525431;45;109240;Москва;ул Высоцкого, 4;"КУ ОАО БАНК ""НАРОДНЫЙ КРЕДИТ"" - ГК ""АСВ""";(495)9612526;30101810345250000431;2401;Ликвидационная комиссия (ликвидатор);2014-12-22
044525971;45;109240;Москва;ул Высоцкого, 4;"КУ КБ ""ВИТЯЗЬ"" - (ООО) - ГК ""АСВ""";(495)9612526;30101810245250000971;2890;Ликвидационная комиссия (ликвидатор);2016-02-10
044525902;45;109240;Москва;ул Высоцкого, 4;"КУ ОАО ""НББ"" - ГК ""АСВ""";(495)7253117,(812)2420194;30101810845250000902;2795;Ликвидационная комиссия (ликвидатор);2014-07-21
046711106;45;109240;Москва;ул Высоцкого, 4;"КУ ПАО БАНК ""ВВБ"" - ГК ""АСВ""";(495)7253115;30101810467110000106;1093;Ликвидационная комиссия (ликвидатор);2018-05-28
049205708;45;109240;Москва;ул Высоцкого, 4;"КУ ООО ""ТАТАГРОПРОМБАНК"" - ГК ""АСВ""";(495)9612526;30101810000000000708;728;Ликвидационная комиссия (ликвидатор);2017-06-09
044525328;45;109240;Москва;ул Высоцкого, 4;"КУ АО ""РМБ"" БАНК - ГК ""АСВ""";(495)9612526;30101810445250000328;3123;Ликвидационная комиссия (ликвидатор);2017-11-23
044525237;45;109240;Москва;ул Высоцкого, 4;"КУ ПАО ""МЕЖТОПЭНЕРГОБАНК"" - ГК ""АСВ""";(495)9612526;30101810345250000237;2956;Ликвидационная комиссия (ликвидатор);2017-10-10
044525337;45;109240;Москва;ул Высоцкого, 4;"КУ КБ ""РУБЛЕВСКИЙ"" ООО - ГК ""АСВ""";(495)9612526;30101810245250000337;2192;Ликвидационная комиссия (ликвидатор);2014-03-17
047601205;45;109240;Москва;г. Москва, ул. Высоцкого, д.4;КУ ООО КБ Центрально-Европейский Банк-ГК АСВ;(3022)211502;30101810950040000205;2670;Ликвидационная комиссия (ликвидатор);2017-11-14
047888372;78;150040;Ярославль;пр-т Ленина, 37/73;"АО ""БУЛГАР БАНК"" - КУ ГК ""АСВ""";(4852)733077;30101810645250000372;1917;Ликвидационная комиссия (ликвидатор);2017-03-14
040173749;45;109240;Москва;ул Высоцкого, 4;"КУ ООО ""КБ ""ТАЛЬМЕНКА-БАНК"" - ГК ""АСВ""";(495)9612526,7253147;30101810000000000749;826;Ликвидационная комиссия (ликвидатор);2017-03-20
040173754;45;109240;Москва;ул Высоцкого, 4;"КУ АО ""ЗЕРНОБАНК""- ГК ""АСВ""";(495)9612526;30101810600000000754;2337;Ликвидационная комиссия (ликвидатор);2015-12-10
042007707;45;109240;Москва;г. Москва, ул. Высоцкого, 4;"КУ АО ""БАНК ВОРОНЕЖ"" - ГК ""АСВ""";(473)2065282;30101810500000000707;654;Ликвидационная комиссия (ликвидатор);1994-01-20
049209778;45;127055;Москва;ул Лесная, 59, стр 2;"ГК ""АСВ"" - КУ ""АНКОР БАНК"" (АО)";(843)2293443;30101810300000000778;889;Ликвидационная комиссия (ликвидатор);2017-04-24
047888740;45;109240;Москва;ул. Высоцкого, 4;"КУ ПАО ""О.К. БАНК"" - ГК ""АСВ""";(4852)745746;30101810278880000740;1118;Ликвидационная комиссия (ликвидатор);2015-03-18
044525930;45;109240;Москва;ул Высоцкого, 4;"КУ АКБ ""Русский Трастовый Банк"" (АО) - ГК ""АСВ""";(495)9612526;30101810545250000930;1139;Ликвидационная комиссия (ликвидатор);2016-12-09
044525535;45;109240;Москва;ул. Высоцкого, д. 4;"КУ АБ ""АЛДАНЗОЛОТОБАНК"" АО - ГК ""АСВ""";;30101810445250000535;854;Ликвидационная комиссия (ликвидатор);2018-09-26
044525928;45;109240;Москва;ул Высоцкого, 4;"КУ ЗАО КБ ""ЛАДА-КРЕДИТ"" - ГК ""АСВ""";(495)9612526;30101810845250000928;2668;Ликвидационная комиссия (ликвидатор);2016-01-27
044525737;45;109240;Москва;ул Высоцкого, 4;"КУ ООО КБ ""ПЕРВЫЙ ДЕПОЗИТНЫЙ"" - ГК ""АСВ""";(495)9612526;30101810845250000737;1244;Ликвидационная комиссия (ликвидатор);2014-12-19
044525653;45;109240;Москва;ул Высоцкого, 4;"КУ ""НАЦКОРПБАНК"" (АО) - ГК ""АСВ""";(495)9612526;30101810945250000653;3422;Ликвидационная комиссия (ликвидатор);2016-06-24
044525893;45;109240;Москва;ул Высоцкого, 4;"КУ АЙВИ БАНК (АО) - ГК ""АСВ""";(495)7253147;30101810145250000893;2055;Ликвидационная комиссия (ликвидатор);2017-09-12
044525160;45;109240;Москва;ул Высоцкого, 4;"КУ АО АКБ ""ГАЗСТРОЙБАНК"" - ГК ""АСВ""";(495)9612526;30101810645250000160;2919;Ликвидационная комиссия (ликвидатор);2016-12-06
044525170;45;109240;Москва;ул. Высоцкого, д. 4;"КУ НКО ООО ""АРБ-ИНКАСС"" - ГК ""АСВ""";(499)7020204;30103810345250000170;3353-К;Ликвидационная комиссия (ликвидатор);2001-05-25
044525183;45;109240;Москва;ул Высоцкого, 4;"КУ ЦЕНТРКОМБАНК ООО - ГК ""АСВ""";(495)9612526;30101810745250000183;2983;Ликвидационная комиссия (ликвидатор);2017-03-15
044525304;45;109240;Москва;ул Высоцкого, 4;"КУ ООО КБ ""МИЛБАНК"" - ГК ""АСВ""";(495)9612526;30101810045250000304;3256;Ликвидационная комиссия (ликвидатор);2016-05-24
044525387;45;109240;Москва;ул Высоцкого, 4;"КУ КБ ""МФБАНК"" ООО - ГК ""АСВ""";(495)7253133;30101810745250000387;3163;Ликвидационная комиссия (ликвидатор);2018-01-18
044525931;45;109240;Москва;ул. Высоцкого, д. 4;"Ликвидатор ООО КБ ""ПЛАТИНА"" - ГК ""АСВ""";(495)9670200;30101810845250000931;2347;Ликвидационная комиссия (ликвидатор);1994-01-20
044525993;45;109240;Москва;ул Высоцкого, 4;"КУ ""РЕГНУМ БАНК"" (ООО) - ГК ""АСВ""";(495)9612526;30101810045250000993;3373;Ликвидационная комиссия (ликвидатор);2016-05-25
044525356;45;109240;Москва;ул Высоцкого, 4;"КУ ООО КБ ""ТРАНСПОРТНЫЙ"" - ГК ""АСВ""";(495)9612526;30101810145250000356;3174;Ликвидационная комиссия (ликвидатор);2015-07-27
043469710;45;109240;Москва;ул Высоцкого, 4;"КУ ООО КБ ""КОНФИДЭНС БАНК"" - ГК ""АСВ""";(4942)455022;30101810100000000710;970;Ликвидационная комиссия (ликвидатор);1994-01-20
042202733;45;109240;Москва;ул Высоцкого, 4;"ГК ""АСВ"" - КУ БАНК ""БОГОРОДСКИЙ"" (ООО)";(846)2766726,(846)2766700;30101810122020000733;1277;Ликвидационная комиссия (ликвидатор);2016-06-16
044525401;45;109240;Москва;ул. Высоцкого, д. 4;"Ликвидатор АБ ""АСПЕКТ"" (АО) - ГК ""АСВ""";(495)5877501;30101810800000000401;608;Ликвидационная комиссия (ликвидатор);1994-01-20
043469714;45;109240;Москва;ул Высоцкого, 4;"КУ ООО КБ ""АКСОНБАНК"" - ГК ""АСВ""";(4942)355544;30101810300000000714;680;Ликвидационная комиссия (ликвидатор);1994-01-20
044030754;45;109240;Москва;улица Высоцкого, д. 4;"Конкурсный управляющий ПАО ""Энергомашбанк"" - ГК ""АСВ""";(812)3038900,3038903;30101810700000000754;52;Ликвидационная комиссия (ликвидатор);1994-01-20
043207720;45;109240;Москва;улица Высоцкого, дом 4;"КУ АО ""Кемсоцинбанк"" - ГК ""АСВ""";(3842)369090,360817;30101810600000000720;96;Ликвидационная комиссия (ликвидатор);1994-01-20
044030760;45;109240;Москва;ул. Высоцкого, д. 4;"КУ Банк МБСП (АО) - ГК ""АСВ""";(812)3271107,5421619;30101810600000000760;197;Ликвидационная комиссия (ликвидатор);1994-01-20
044525122;45;109240;Москва;ул. Высоцкого, д. 4;"КУ АО КБ ""Златкомбанк"" - ГК ""АСВ""";(495)7859490;30101810845250000122;568;Ликвидационная комиссия (ликвидатор);1994-01-20
041203711;45;109240;Москва;ул. Высоцкого, д. 4;"Ликвидатор АО Банк ""ККБ"" - ГК ""АСВ""";(8512)511801;30101810200000000711;1087;Ликвидационная комиссия (ликвидатор);1994-01-20
049304735;93;667000;Кызыл;ул Тувинских Добровольцев, 18;"ГК АСВ Конкурсный управляющий АО БАНК ""НБТ""";(39422)30389;30101810500000000735;1309;Ликвидационная комиссия (ликвидатор);1994-01-20
042202773;45;109240;Москва;ул Высоцкого, 4;"КУ ПАО НКБ ""РАДИОТЕХБАНК"" - ГК ""АСВ""";(831)4640691,4655003;30101810522020000773;1166;Ликвидационная комиссия (ликвидатор);1994-01-20
042520811;45;115114;Москва;ул. Павелецкая наб., д.8;"Конкурсный управляющий АО ""ГринКомБанк"" - ГК ""АСВ""";(3952)255196,240197;30101810950040000811;1184;Ликвидационная комиссия (ликвидатор);2017-05-02
049805709;45;109240;Москва;ул. Высоцкого, д. 4;"КУ Банк ""Таатта"" АО - ГК ""АСВ""";(4112)390000,420706;30101810300000000709;1249;Ликвидационная комиссия (ликвидатор);1994-01-20
040349569;45;109240;Москва;ул Высоцкого, 4;"КУ АКБ ""КРЫЛОВСКИЙ"" (АО) - ГК ""АСВ""";(495)9612526;30101810900000000569;456;Ликвидационная комиссия (ликвидатор);2017-10-12
040349745;45;109240;Москва;ул Высоцкого, 4;"КУ КБ""КУБАНСКИЙ УНИВЕРСАЛЬНЫЙ БАНК""ООО-ГК АСВ";(495)9612526;30101810300000000745;2898;Ликвидационная комиссия (ликвидатор);2017-02-07
040349772;45;109240;Москва;ул Высоцкого, 4;"КУ ПАО ""ИДЕЯ БАНК"" - ГК АСВ";(495)9612526;30101810700000000772;430;Ликвидационная комиссия (ликвидатор);2017-03-09
040349808;45;109240;Москва;ул Высоцкого, 4;"КУ ООО КБ ""НОВОПОКРОВСКИЙ"" - ГК ""АСВ""";(861)2109020;30101810700000000808;467;Ликвидационная комиссия (ликвидатор);1994-01-20
046015846;45;109240;Москва;ул. Высоцкого, д.4;"КУ ОАО КБ ""Максимум"" - ГК ""АСВ""";;30101810060150000846;466;Ликвидационная комиссия (ликвидатор);2018-10-05
044030885;45;109240;Москва;улица Высоцкого, д. 4;"Конкурсный управляющий ПАО ""Невский банк"" - ГК ""АСВ""";(812)7777790;30101810200000000885;1068;Ликвидационная комиссия (ликвидатор);1994-01-20
044030925;45;109240;Москва;улица Высоцкого, д. 4;"Ликвидатор АО ""Заубер Банк"" - ГК ""АСВ""";(812)6400702,6470606;30101810640300000925;1614;Ликвидационная комиссия (ликвидатор);1994-01-20
044030870;45;109240;Москва;улица Высоцкого, д. 4;"Ликвидатор ООО КБ ""НЕВАСТРОЙИНВЕСТ"" - ГК ""АСВ""";(812)3270505;30101810600000000870;1926;Ликвидационная комиссия (ликвидатор);1994-01-20
044525140;45;109240;Москва;ул Высоцкого, 4;"КУ КБ ""БМБ"" (ООО) - ГК ""АСВ""";(495)9612526;30101810445250000140;2992;Ликвидационная комиссия (ликвидатор);2016-01-21
049706725;45;109240;Москва;Высоцкого, 4;"КУ АКБ ""ЧУВАШКРЕДИТПРОМБАНК"" ПАО - ГК ""АСВ""";(8352)620108,583525;30101810200000000725;1280;Ликвидационная комиссия (ликвидатор);1994-01-20
046577774;65;620063;Екатеринбург;ул Чапаева, 3 А;"ЛИКВИДАТОР БАНК ""НЕЙВА"" ООО - ГК ""АСВ""";(343)2221100;30101810400000000774;1293;Ликвидационная комиссия (ликвидатор);1994-01-20
048073842;80;450076;Уфа;ул Гафури, 54;"КУ РОСКОМСНАББАНК (ПАО) - ГК ""АСВ""";(347)2514235;30101810800000000842;1398;Ликвидационная комиссия (ликвидатор);1994-01-20
044525676;45;109240;Москва;ул. Высоцкого, д. 4;"Ликвидатор ПАО АРКБ ""Росбизнесбанк""-ГК ""АСВ""";(495)6456161;30101810045250000676;1405;Ликвидационная комиссия (ликвидатор);1994-01-20
044525322;45;109240;Москва;ул. Высоцкого, д. 4;"КУ ООО КБ ""Агросоюз"" - ГК ""АСВ""";(495)6493207;30101810645250000322;1459;Ликвидационная комиссия (ликвидатор);1994-01-20
044525679;45;109240;Москва;ул. Высоцкого, д. 4;"КУ ООО КБ ""Нэклис-Банк"" - ГК ""АСВ""";(499)7667361,(495)9819921;30101810945250000679;1671;Ликвидационная комиссия (ликвидатор);1994-01-20
044525325;45;109240;Москва;ул. Высоцкого, д. 4;"КУ ООО КБ ""Жилкредит"" - ГК ""АСВ""";(495)7862760;30101810545250000325;1736;Ликвидационная комиссия (ликвидатор);1994-01-20
042406705;45;109240;Москва;ул Высоцкого, 4;"КУ АО КБ ""ИВАНОВО"" - ГК ""АСВ""";(0932)305534,327845;30101810000000000705;1763;Ликвидационная комиссия (ликвидатор);1994-01-20
049133812;45;109240;Москва;ул. Высоцкого, 4;"КУ ООО КБ ""РАЗВИТИЕ""-ГК ""АСВ""";(8928)6337691;30101810300000000812;2729;Ликвидационная комиссия (ликвидатор);2016-12-22
044525166;45;109240;Москва;ул. Высоцкого, д. 4;"КУ АО ""ТЭМБР-БАНК"" - ГК ""АСВ""";(495)3634499;30101810445250000166;2764;Ликвидационная комиссия (ликвидатор);2015-09-17
045209701;52;644046;Омск;ул. Маршала Жукова, дом 107;"ГК АСВ конкурсный управляющий АО ""Эксперт Банк""";;30101810450045209701;2949;Ликвидационная комиссия (ликвидатор);2018-09-05
044525919;45;105066;Москва;ул Спартаковская, 4, стр 1;"Ликвидатор АКБ ""РЕСУРС-ТРАСТ"" (АО)";(495)7857550;30101810045250000919;3122;Ликвидационная комиссия (ликвидатор);1994-12-09
044525261;45;109240;Москва;ул. Высоцкого, д. 4;"Ликвидатор АО ""РУНА-БАНК"" - ГК ""АСВ""";(495)9236041;30101810845250000261;3207;Ликвидационная комиссия (ликвидатор);1995-03-27
044525553;45;109240;Москва;ул. Высоцкого, д. 4;"КУ ООО КБ ""СОЮЗНЫЙ"" - ГК ""АСВ""";(495)2344383,(495)7886699;30101810045250000553;3236;Ликвидационная комиссия (ликвидатор);1996-03-25
049706723;45;109240;Москва;Высоцкого, 4;"КУ ООО КБ ""МЕГАПОЛИС"" - ГК ""АСВ""";(8352)661244;30101810600000000723;3265;Ликвидационная комиссия (ликвидатор);1995-11-27
044525126;45;109240;Москва;ул. Высоцкого, д. 4;"КУ АО КБ ""ИНТЕРПРОМБАНК"" - ГК ""АСВ""";(495)2322050,7771233;30101810800000000126;3266;Ликвидационная комиссия (ликвидатор);1995-09-22
044525320;45;109240;Москва;ул. Высоцкого, д. 4;"КУ АО ""ТРОЙКА-Д БАНК"" - ГК ""АСВ""";(495)7833800,7833801;30101810800000000320;3431;Ликвидационная комиссия (ликвидатор);2003-03-20
040349830;03;350080;Краснодар;ул Уральская, 95;"ЛИКВИДАТОР ООО ""ЮМК БАНК""";(861)2100553;30101810600000000830;3495;Ликвидационная комиссия (ликвидатор);2009-08-06
042202720;45;109240;Москва;ул Высоцкого, 4;"КУ АО ""ФОРУС БАНК"" - ГК ""АСВ""";(495)9612526;30101810100000000720;3457;Ликвидационная комиссия (ликвидатор);2017-03-28
044525986;45;109240;Москва;ул Высоцкого, 4;"КУ ОАО АКБ ""ПРОБИЗНЕСБАНК"" - ГК ""АСВ""";(495)9612526;30101810600000000986;2412;Ликвидационная комиссия (ликвидатор);2015-11-16
046614748;45;109240;Москва;ул Высоцкого, 4;"КУ БАНК ""СМОЛЕВИЧ"" (ПАО)-ГК ""АСВ""";(48134)52000,52002;30101810566140000748;1121;Ликвидационная комиссия (ликвидатор);2015-11-30
046015872;45;109240;Москва;ул. Высоцкого, д.4;"КУ ООО КБ ""Донинвест"" - ГК ""АСВ""";(4953)7253141;30101810100000000872;1617;Ликвидационная комиссия (ликвидатор);2015-01-12
043601933;36;127994;Москва;ГСП-4;"ГК ""АСВ"" - КУ ОАО ""ВКБ""";(846)2766700,2766737;30101810000000000933;1153;Ликвидационная комиссия (ликвидатор);2015-03-26
040407795;45;127055;Москва;ул. Лесная, д. 59, стр. 2;"КУ АКБ ""ЕНИСЕЙ"" (ПАО) - ГК ""АСВ""";(495)9612526;30101810800000000795;474;Ликвидационная комиссия (ликвидатор);2017-04-21
042282751;45;109240;Москва;ул Высоцкого, 4;"КУ АО КБ ""Ассоциация"" - ГК ""АСВ""";(831)4330070,4343653;30101810100000000751;732;Ликвидационная комиссия (ликвидатор);1994-01-20
045773764;45;109240;Москва;ул. Высоцкого, д. 4;"ЛИКВИДАТОР АКБ ""ПРОИНВЕСТБАНК"" (АО) - ГК ""АСВ""";(342)2700032,2443246;30101810700000000764;784;Ликвидационная комиссия (ликвидатор);1994-01-20
046311751;45;109240;Москва;ул. Высоцкого, 4;"КУ АО ""НВКбанк"" - ГК ""АСВ""";(8452)344344;30101810100000000751;931;Ликвидационная комиссия (ликвидатор);1994-01-20
044525298;45;109240;Москва;ул. Высоцкого, д. 4;"Ликвидатор АО ""ОРБАНК"" - ГК ""АСВ""";(495)7717101;30101810245250000298;937;Ликвидационная комиссия (ликвидатор);1994-01-20
049706749;97;428010;Чебоксары;ул Коммунальная Слобода, 25 А;"Ликвидационная комиссия КБ ""ОБР"" (ООО)";(8352)344515;30101810600000000749;1016;Ликвидационная комиссия (ликвидатор);1994-01-20
044525526;45;109240;Москва;ул. Высоцкого, д. 4;"КУ КБ ""Русский ипотечный банк"" (ООО) - ГК ""АСВ""";(495)6841111;30101810645250000526;1968;Ликвидационная комиссия (ликвидатор);1994-01-20
042406738;45;109240;Москва;ул Высоцкого, 4;"КУ АО ""Кранбанк"" - ГК ""АСВ""";(4932)300481;30101810200000000738;2271;Ликвидационная комиссия (ликвидатор);1994-01-20
048580724;45;109240;Москва;ул Высоцкого, 4;"КУ ОАО ККБ ""КРЕДИТБАНК""- ГК ""АСВ""";(495)9612526;30101810900000000724;1035;Ликвидационная комиссия (ликвидатор);2015-03-03
046015938;45;109240;Москва;ул. Высоцкого, д.4;"КУ АО АКБ ""Стелла-Банк"" - ГК ""АСВ""";(863)2532100,2537733;30101810400000000938;2948;Ликвидационная комиссия (ликвидатор);2016-06-16
046015728;45;109240;Москва;ул. Высоцкого, д.4;"КУ АКБ ""Капиталбанк"" (ПАО) - ГК ""АСВ""";(863)3031212,3031232;30101810500000000728;2547;Ликвидационная комиссия (ликвидатор);2016-04-14
044525238;45;109240;Москва;ул. Высоцкого, д. 4;"КУ АКБ ""АПАБАНК"" (АО) - ГК ""АСВ""";(499)2515161;30101810645250000238;2404;Ликвидационная комиссия (ликвидатор);1994-01-20
044525090;45;109240;Москва;ул. Высоцкого, д. 4;"КУ ПАО КБ ""ПФС-БАНК"" - ГК ""АСВ""";(499)7023232;30101810045250000090;2410;Ликвидационная комиссия (ликвидатор);1994-01-20
044525173;45;101000;Москва;улица Маросейка, дом 9/2, строение 1;"Ликвидационная комиссия АКБ ""ПРОМИНВЕСТБАНК"" (ПАО)";(495)9692969;30101810645250000173;2433;Ликвидационная комиссия (ликвидатор);1994-01-20
044525075;45;109240;Москва;ул. Высоцкого, д.4;"КУ АКБ ""МОСУРАЛБАНК"" (АО) - ГК ""АСВ""";(495)7873881,7873884;30101810345250000075;2468;Ликвидационная комиссия (ликвидатор);1994-01-20
044525319;45;109240;Москва;ул. Высоцкого, д. 4;"Ликвидатор КБ ""МКБ"" (АО) - ГК ""АСВ""";(495)7485353;30101810645250000319;2524;Ликвидационная комиссия (ликвидатор);1994-01-20
048952752;45;109240;Москва;ул Высоцкого, 4;"КУ АО ""АКТИВ БАНК"" - ГК ""АСВ""";(8342)475270;30101810500000000752;2529;Ликвидационная комиссия (ликвидатор);1994-01-20
044525288;45;119019;Москва;Кремлёвская наб, 1, стр 2;"Ликвидационная комиссия ООО КБ ""Альба Альянс""";(499)2520000,2526868;30101810145250000288;2593;Ликвидационная комиссия (ликвидатор);1994-01-20
044525773;45;109240;Москва;ул. Высоцкого, д. 4;"КУ АО ""Кросна-Банк"" - ГК ""АСВ""";(495)9137714;30101810045250000773;2607;Ликвидационная комиссия (ликвидатор);1994-06-15
044525491;45;109240;Москва;ул. Высоцкого, д. 4;"КУ ООО ПИР Банк - ГК ""АСВ""";(495)7420505;30101810945250000491;2655;Ликвидационная комиссия (ликвидатор);1994-03-11
042520849;45;109240;Москва;ул. Высоцкого, 4;"КУ АО ""ВостСибтранскомбанк"" - ГК ""АСВ""";(3952)286307,286305;30101810700000000849;2731;Ликвидационная комиссия (ликвидатор);1994-05-01
044030845;45;109240;Москва;ул. Высоцкого, д. 4;"Конкурсный управляющий Банк ""Прайм Финанс"" (АО) - ГК ""АСВ""";(812)3313166;30101810800000000845;2758;Ликвидационная комиссия (ликвидатор);1994-08-22
044501078;45;119021;Москва;ул. Тимура Фрунзе, д. 24, эт. 2, пом. I, ком. 1-29;"Небанковская кредитная организация - центральный контрагент ""РДК"" (Акционерное общество)";;30414810345010000003;;Филиал НДКО;2021-07-16
044501077;45;105066;Москва;ул. Спартаковская, д.12;НКО АО НРД;;30414810045010000002;;Филиал НДКО;2020-11-17
047719001;77;689000;Анадырь;ул Дежнева, 7;ОТДЕЛЕНИЕ АНАДЫРЬ БАНКА РОССИИ;(42722)29943,29946;;;Отделение (НБ), не ведущее баланс;1994-01-20
041117001;11;163000;Архангельск;ул Карла Либкнехта, 3;ОТДЕЛЕНИЕ АРХАНГЕЛЬСК БАНКА РОССИИ;(8182)653907,218155;;;Отделение (НБ), не ведущее баланс;1994-01-20
041203001;12;414041;Астрахань;ул Ангарская, 28;ОТДЕЛЕНИЕ АСТРАХАНЬ БАНКА РОССИИ;(8512)326081;;;Отделение (НБ), не ведущее баланс;1994-01-20
040173001;01;656031;Барнаул;ул Крупской, 91 А;ОТДЕЛЕНИЕ БАРНАУЛ БАНКА РОССИИ;(3852)388666,388679;;;Отделение (НБ), не ведущее баланс;1994-01-20
041403001;14;308000;Белгород;пр-т Славы, 74;ОТДЕЛЕНИЕ БЕЛГОРОД БАНКА РОССИИ;(4722)300919,300900;;;Отделение (НБ), не ведущее баланс;1994-01-20
049923001;99;679016;Биробиджан;пр-т 60-летия СССР, 5;ОТДЕЛЕНИЕ БИРОБИДЖАН БАНКА РОССИИ;(42622)40388,94404;;;Отделение (НБ), не ведущее баланс;1994-01-20
041012001;10;675000;Благовещенск;пер Святителя Иннокентия, 17;ОТДЕЛЕНИЕ БЛАГОВЕЩЕНСК БАНКА РОССИИ;(4162)598955,598953;;;Отделение (НБ), не ведущее баланс;1994-01-20
041501001;15;241050;Брянск;ул Горького, 34;ОТДЕЛЕНИЕ БРЯНСК БАНКА РОССИИ;(4832)679203;;;Отделение (НБ), не ведущее баланс;1994-01-20
041708001;17;600000;Владимир;ул Гоголя, 10;ОТДЕЛЕНИЕ ВЛАДИМИР БАНКА РОССИИ;(4922)375105,375315;;;Отделение (НБ), не ведущее баланс;1994-01-20
041806001;18;400066;Волгоград;пр-т имени В.И. Ленина, 18;ОТДЕЛЕНИЕ ВОЛГОГРАД БАНКА РОССИИ;(8442)301871,301874;;;Отделение (НБ), не ведущее баланс;1994-01-20
041909001;19;160000;Вологда;ул Предтеченская, 5;ОТДЕЛЕНИЕ ВОЛОГДА БАНКА РОССИИ;(8172)571431,571472;;;Отделение (НБ), не ведущее баланс;1994-01-20
042007001;20;394018;Воронеж;ул Театральная, 36;ОТДЕЛЕНИЕ ВОРОНЕЖ БАНКА РОССИИ;(473)2555820,2699990;;;Отделение (НБ), не ведущее баланс;1994-01-20
042406001;24;153000;Иваново;ул Красной Армии, 10/1;ОТДЕЛЕНИЕ ИВАНОВО БАНКА РОССИИ;(4932)301604,304492;;;Отделение (НБ), не ведущее баланс;1994-01-20
042520001;25;664025;Иркутск;ул Ленина, 16;ОТДЕЛЕНИЕ ИРКУТСК БАНКА РОССИИ;(3952)254913,254917;;;Отделение (НБ), не ведущее баланс;1994-01-20
042748001;27;236022;Калининград;ул Шиллера, 2;ОТДЕЛЕНИЕ КАЛИНИНГРАД БАНКА РОССИИ;(4012)211730;;;Отделение (НБ), не ведущее баланс;1994-01-20
042908001;29;248001;Калуга;ул Ленина, 76;ОТДЕЛЕНИЕ КАЛУГА БАНКА РОССИИ;(4842)503119,503156;;;Отделение (НБ), не ведущее баланс;1994-01-20
043207001;32;650000;Кемерово;ул Кирова, 12;ОТДЕЛЕНИЕ КЕМЕРОВО БАНКА РОССИИ;(3842)719317,719285;;;Отделение (НБ), не ведущее баланс;1994-01-20
043304001;33;610000;Киров;ул Спасская, 27;ОТДЕЛЕНИЕ КИРОВ БАНКА РОССИИ;(8332)368516,368556;;;Отделение (НБ), не ведущее баланс;1994-01-20
043807001;38;305000;Курск;ул Горького, 31/8;ОТДЕЛЕНИЕ КУРСК БАНКА РОССИИ;(4712)361020,361166;;;Отделение (НБ), не ведущее баланс;1994-01-20
044206001;42;398000;Липецк;пл Плеханова, 4;ОТДЕЛЕНИЕ ЛИПЕЦК БАНКА РОССИИ;(4742)420803,420810;;;Отделение (НБ), не ведущее баланс;1994-01-20
044442001;44;685000;Магадан;ул Пушкина, 4;ОТДЕЛЕНИЕ МАГАДАН БАНКА РОССИИ;(4132)624008,629270;;;Отделение (НБ), не ведущее баланс;1994-01-20
044705001;47;183038;Мурманск;ул Профсоюзов, 11;ОТДЕЛЕНИЕ МУРМАНСК БАНКА РОССИИ;(8152)680100,680204;;;Отделение (НБ), не ведущее баланс;1994-01-20
044959001;49;173000;Великий Новгород;ул Славная, 33;ОТДЕЛЕНИЕ НОВГОРОД БАНКА РОССИИ;(8162)982113;;;Отделение (НБ), не ведущее баланс;1994-01-20
045209001;52;644099;Омск;Банковский пер, 1;ОТДЕЛЕНИЕ ОМСК БАНКА РОССИИ;(3812)799902,799903;;;Отделение (НБ), не ведущее баланс;1994-01-20
045402001;54;302001;Орёл;ул Гостиная, 6;ОТДЕЛЕНИЕ ОРЕЛ БАНКА РОССИИ;(4862)434765,421436;;;Отделение (НБ), не ведущее баланс;1994-01-20
045655001;56;440000;Пенза;ул Кирова, 62;ОТДЕЛЕНИЕ ПЕНЗА БАНКА РОССИИ;(8412)639038;;;Отделение (НБ), не ведущее баланс;1994-01-20
045773001;57;614000;Пермь;ул Осинская, 12;ОТДЕЛЕНИЕ ПЕРМЬ БАНКА РОССИИ;(342218)7064,7464,7465;;;Отделение (НБ), не ведущее баланс;1994-01-20
043002001;30;683031;Петропавловск-Камчатский;Пр-т Карла Маркса, дом 29/2;ОТДЕЛЕНИЕ ПЕТРОПАВЛОВСК-КАМЧАТСКИЙ БАНКА РОССИИ;(4152)419201,419303;;;Отделение (НБ), не ведущее баланс;1994-01-20
